          x [m]           y [m]
  0.0000000e+000  0.0000000e+000
  5.0000000e-001  0.0000000e+000
  9.7000000e-001  1.3000000e-001
  1.4700000e+000  1.4000000e-001
  1.9700000e+000  1.4000000e-001
  2.4600000e+000  2.1000000e-001
  2.9600000e+000  2.4000000e-001
  3.4600000e+000  2.2000000e-001
  3.9500000e+000  1.7000000e-001
  4.4500000e+000  1.5000000e-001
  4.9400000e+000  1.0000000e-001
  5.4400000e+000  1.7000000e-001
  5.9300000e+000  2.1000000e-001
  6.4300000e+000  2.3000000e-001
  6.9300000e+000  2.0000000e-001
  7.4300000e+000  1.3000000e-001
  7.9300000e+000  1.4000000e-001
  8.4300000e+000  1.2000000e-001
  8.9200000e+000  1.0000000e-001
  9.4200000e+000  1.1000000e-001
  9.9100000e+000  8.0000000e-002
  1.0400000e+001  1.1000000e-001
  1.0900000e+001  9.0000000e-002
  1.1400000e+001  1.0000000e-001
  1.1900000e+001  1.1000000e-001
  1.2380000e+001  9.0000000e-002
  1.2880000e+001  6.0000000e-002
  1.3380000e+001  3.0000000e-002
  1.3880000e+001  3.0000000e-002
  1.4380000e+001 -3.0000000e-002
  1.4870000e+001  1.0000000e-002
  1.5360000e+001  0.0000000e+000
  1.5860000e+001  5.0000000e-002
  1.6360000e+001  7.0000000e-002
  1.6860000e+001  6.0000000e-002
  1.7350000e+001  1.0000000e-002
  1.7850000e+001  1.0000000e-002
  1.8350000e+001  2.0000000e-002
  1.8850000e+001  2.0000000e-002
  1.9350000e+001  1.0000000e-002
  1.9840000e+001  4.0000000e-002
  2.0340000e+001  0.0000000e+000
  2.0830000e+001  3.0000000e-002
  2.1160000e+001 -1.0000000e-002
  2.1660000e+001  1.0000000e-002
  2.2160000e+001 -3.0000000e-002
  2.2660000e+001  0.0000000e+000
  2.3150000e+001  1.0000000e-002
  2.3640000e+001  2.0000000e-002
  2.4140000e+001  4.0000000e-002
  2.4630000e+001 -1.0000000e-002
  2.5130000e+001  2.0000000e-002
  2.5630000e+001 -2.0000000e-002
  2.6130000e+001  3.0000000e-002
  2.6630000e+001  2.0000000e-002
  2.7120000e+001 -2.0000000e-002
  2.7620000e+001  0.0000000e+000
  2.8110000e+001  7.0000000e-002
  2.8610000e+001  1.0000000e-001
  2.9110000e+001  1.6000000e-001
  2.9600000e+001  1.7000000e-001
  3.0100000e+001  1.9000000e-001
  3.0600000e+001  2.1000000e-001
  3.1100000e+001  2.8000000e-001
  3.1600000e+001  3.5000000e-001
  3.2090000e+001  4.3000000e-001
  3.2580000e+001  5.3000000e-001
  3.3070000e+001  5.9000000e-001
  3.3560000e+001  7.0000000e-001
  3.4050000e+001  7.8000000e-001
  3.4530000e+001  8.6000000e-001
  3.5020000e+001  9.4000000e-001
  3.5520000e+001  9.5000000e-001
  3.6020000e+001  9.9000000e-001
  3.6510000e+001  1.0400000e+000
  3.7010000e+001  1.0700000e+000
  3.7520000e+001  1.1300000e+000
  3.7990000e+001  1.0200000e+000
  3.8460000e+001  8.6000000e-001
  3.8920000e+001  6.5000000e-001
  3.9370000e+001  4.5000000e-001
  3.9730000e+001  1.1000000e-001
  4.0070000e+001 -2.6000000e-001
  4.0450000e+001 -5.9000000e-001
  4.0840000e+001 -8.9000000e-001
  4.1280000e+001 -1.1400000e+000
  4.1750000e+001 -1.3000000e+000
  4.2240000e+001 -1.2800000e+000
  4.2730000e+001 -1.2800000e+000
  4.3230000e+001 -1.2700000e+000
  4.3710000e+001 -1.1200000e+000
  4.4200000e+001 -1.0500000e+000
  4.4680000e+001 -9.3000000e-001
  4.5140000e+001 -7.3000000e-001
  4.5600000e+001 -5.3000000e-001
  4.6040000e+001 -2.9000000e-001
  4.6440000e+001 -1.0000000e-002
  4.6870000e+001  2.7000000e-001
  4.7310000e+001  5.0000000e-001
  4.7710000e+001  7.9000000e-001
  4.8140000e+001  1.0500000e+000
  4.8560000e+001  1.3300000e+000
  4.8990000e+001  1.5500000e+000
  4.9440000e+001  1.7900000e+000
  4.9880000e+001  2.0200000e+000
  5.0360000e+001  2.1600000e+000
  5.0820000e+001  2.3500000e+000
  5.1300000e+001  2.4600000e+000
  5.1790000e+001  2.5400000e+000
  5.2280000e+001  2.6100000e+000
  5.2780000e+001  2.6200000e+000
  5.3240000e+001  2.4300000e+000
  5.3650000e+001  2.1600000e+000
  5.4020000e+001  1.8200000e+000
  5.4340000e+001  1.4400000e+000
  5.4620000e+001  1.0300000e+000
  5.4760000e+001  5.5000000e-001
  5.4740000e+001  6.0000000e-002
  5.4700000e+001 -4.4000000e-001
  5.4760000e+001 -9.3000000e-001
  5.4700000e+001 -1.4200000e+000
  5.4650000e+001 -1.9200000e+000
  5.4550000e+001 -2.4100000e+000
  5.4450000e+001 -2.9000000e+000
  5.4270000e+001 -3.3700000e+000
  5.4060000e+001 -3.8200000e+000
  5.3820000e+001 -4.2500000e+000
  5.3610000e+001 -4.7000000e+000
  5.3410000e+001 -5.1600000e+000
  5.3240000e+001 -5.6300000e+000
  5.3020000e+001 -6.0800000e+000
  5.2780000e+001 -6.5200000e+000
  5.2580000e+001 -6.9800000e+000
  5.2370000e+001 -7.4300000e+000
  5.2160000e+001 -7.8800000e+000
  5.1960000e+001 -8.3400000e+000
  5.1670000e+001 -8.7500000e+000
  5.1450000e+001 -9.2000000e+000
  5.1230000e+001 -9.6400000e+000
  5.0970000e+001 -1.0060000e+001
  5.0740000e+001 -1.0510000e+001
  5.0490000e+001 -1.0940000e+001
  5.0210000e+001 -1.1360000e+001
  4.9900000e+001 -1.1750000e+001
  4.9580000e+001 -1.2140000e+001
  4.9260000e+001 -1.2510000e+001
  4.8930000e+001 -1.2890000e+001
  4.8610000e+001 -1.3270000e+001
  4.8260000e+001 -1.3630000e+001
  4.7890000e+001 -1.3970000e+001
  4.7530000e+001 -1.4310000e+001
  4.7150000e+001 -1.4640000e+001
  4.6750000e+001 -1.4940000e+001
  4.6350000e+001 -1.5240000e+001
  4.5940000e+001 -1.5520000e+001
  4.5520000e+001 -1.5800000e+001
  4.5130000e+001 -1.6100000e+001
  4.4670000e+001 -1.6330000e+001
  4.4230000e+001 -1.6550000e+001
  4.3810000e+001 -1.6810000e+001
  4.3370000e+001 -1.7050000e+001
  4.2940000e+001 -1.7310000e+001
  4.2500000e+001 -1.7550000e+001
  4.2070000e+001 -1.7800000e+001
  4.1660000e+001 -1.8090000e+001
  4.1210000e+001 -1.8310000e+001
  4.0790000e+001 -1.8560000e+001
  4.0390000e+001 -1.8870000e+001
  4.0050000e+001 -1.9240000e+001
  3.9700000e+001 -1.9590000e+001
  3.9310000e+001 -1.9920000e+001
  3.8970000e+001 -2.0270000e+001
  3.8640000e+001 -2.0660000e+001
  3.8350000e+001 -2.1060000e+001
  3.8100000e+001 -2.1490000e+001
  3.7850000e+001 -2.1920000e+001
  3.7630000e+001 -2.2370000e+001
  3.7490000e+001 -2.2850000e+001
  3.7240000e+001 -2.3270000e+001
  3.7060000e+001 -2.3740000e+001
  3.6900000e+001 -2.4210000e+001
  3.6680000e+001 -2.4660000e+001
  3.6500000e+001 -2.5120000e+001
  3.6360000e+001 -2.5600000e+001
  3.6220000e+001 -2.6080000e+001
  3.6050000e+001 -2.6550000e+001
